Transaction Dates (Calculated),N.Y.C. - J Day Ahead Price,N.Y.C. - J Day Ahead Forecast Load
7/28/2015,43.89,8959
7/28/2015,49.29,9148
7/28/2015,52.41,9308
7/28/2015,58.87,9417
7/28/2015,65.5,9505
7/28/2015,70.26,9638
7/28/2015,73.38,9727
7/28/2015,69.6,9700
7/28/2015,55.79,9304
7/28/2015,50.52,9005
7/28/2015,48.7,8810
7/28/2015,45.9,8686
7/28/2015,37.42,8378
7/28/2015,29.39,7810
7/28/2015,40,7293
7/29/2015,32.08,7169
7/29/2015,27.79,7073
7/29/2015,26.28,7014
7/29/2015,25.97,6956
7/29/2015,26.87,6976
7/29/2015,29.31,7540
7/29/2015,37.69,8197
7/29/2015,42.37,8775
7/29/2015,49.85,9219
7/29/2015,54.22,9553
7/29/2015,64.07,9759
7/29/2015,70.24,9904
7/29/2015,85.57,10022
7/29/2015,94.09,10128
7/29/2015,103.53,10283
7/29/2015,101.15,10343
7/29/2015,99.95,10323
7/29/2015,79.84,9977
7/29/2015,67.94,9676
7/29/2015,64.29,9428
7/29/2015,59.56,9319
7/29/2015,51.22,8971
7/29/2015,45.24,8416
7/29/2015,32.63,7718
7/30/2015,30.8,7481
7/30/2015,27.35,7355
7/30/2015,27.02,7278
7/30/2015,26.43,7222
7/30/2015,26.33,7280
7/30/2015,29.31,7829
7/30/2015,35.61,8502
7/30/2015,41.94,9094
7/30/2015,48.23,9571
7/30/2015,55.25,9879
7/30/2015,64.95,10078
7/30/2015,72.86,10212
7/30/2015,88.17,10308
7/30/2015,101,10384
7/30/2015,110.16,10486
7/30/2015,113,10536
7/30/2015,101.54,10467
7/30/2015,83.96,10114
7/30/2015,68.37,9728
7/30/2015,58.21,9402
7/30/2015,55.82,9272
7/30/2015,46.85,8907
7/30/2015,39.76,8355
7/30/2015,31.39,7768
7/31/2015,25.97,7236
7/31/2015,23.31,7034
7/31/2015,21.26,6918
7/31/2015,21.3,6856
7/31/2015,21.91,6948
7/31/2015,29.46,7386
7/31/2015,31.41,7983
7/31/2015,34.94,8514
7/31/2015,38.97,8937
7/31/2015,42.87,9259
7/31/2015,46.31,9471
7/31/2015,49.56,9615
7/31/2015,56.12,9718
7/31/2015,63.64,9818
7/31/2015,67.62,9915
7/31/2015,67.33,9945
7/31/2015,62.39,9893
7/31/2015,47.79,9515
7/31/2015,42.5,9194
7/31/2015,42.48,8986
7/31/2015,41.67,8864
7/31/2015,34.99,8613
7/31/2015,32.02,8182
7/31/2015,24.24,7691
8/1/2015,21.86,7023
8/1/2015,19.74,6666
8/1/2015,16.32,6427
8/1/2015,16.16,6307
8/1/2015,14.66,6195
8/1/2015,13.43,6115
8/1/2015,17.54,6335
8/1/2015,22.22,6788
8/1/2015,29.27,7222
8/1/2015,31.21,7620
8/1/2015,32.25,7870
8/1/2015,33,8003
8/1/2015,35.37,8041
8/1/2015,37,8083
8/1/2015,38.2,8127
8/1/2015,43.56,8116
8/1/2015,40.19,8087
8/1/2015,35.62,8012
8/1/2015,32.59,7842
8/1/2015,32.27,7815
8/1/2015,32.7,7891
8/1/2015,30.92,7720
8/1/2015,26.33,7445
8/1/2015,21.37,6997
8/2/2015,18.59,6622
8/2/2015,14.12,6250
8/2/2015,13.22,5999
8/2/2015,12.59,5882
8/2/2015,10.17,5792
8/2/2015,11.25,5654
8/2/2015,11.98,5777
8/2/2015,16.46,6129
8/2/2015,20.93,6499
8/2/2015,24.01,6895
8/2/2015,25.36,7180
8/2/2015,27.7,7371
8/2/2015,29.94,7462
8/2/2015,31.18,7547
8/2/2015,32.12,7622
8/2/2015,35.28,7616
8/2/2015,34.42,7602
8/2/2015,31.23,7530
8/2/2015,29.66,7467
8/2/2015,30.21,7574
8/2/2015,30.73,7644
8/2/2015,26.35,7492
8/2/2015,22.6,7167
8/2/2015,23.4,6740
8/3/2015,21.45,6551
8/3/2015,16.65,6391
8/3/2015,15.44,6284
8/3/2015,15.27,6235
8/3/2015,15,6344
8/3/2015,22.8,6782
8/3/2015,24.68,7376
8/3/2015,31.92,7988
8/3/2015,36.32,8461
8/3/2015,38.22,8836
8/3/2015,39.18,9095
8/3/2015,43.31,9276
8/3/2015,47.56,9400
8/3/2015,61.76,9503
8/3/2015,66.36,9595
8/3/2015,71.25,9598
8/3/2015,64.55,9510
8/3/2015,45.67,9233
8/3/2015,39.7,8916
8/3/2015,39.39,8743
8/3/2015,37.37,8681
8/3/2015,32.03,8340
8/3/2015,28.99,7863
8/3/2015,25.65,7245
8/4/2015,22.8,7009
8/4/2015,19.31,6811
8/4/2015,17.42,6684
8/4/2015,17,6633
8/4/2015,19.45,6744
8/4/2015,23.69,7093
8/4/2015,26.75,7662
8/4/2015,30.97,8246
8/4/2015,34.89,8700
8/4/2015,35.77,9038
8/4/2015,38,9241
8/4/2015,41.89,9368
8/4/2015,43.53,9462
8/4/2015,50.95,9529
8/4/2015,59.03,9597
8/4/2015,60.55,9612
8/4/2015,51,9531
8/4/2015,42.36,9237
8/4/2015,37.22,8929
8/4/2015,37.85,8759
8/4/2015,35,8701
8/4/2015,28.98,8387
8/4/2015,25.48,7871
8/4/2015,26.01,7536
8/5/2015,22.39,7071
8/5/2015,17.98,6746
8/5/2015,16.04,6533
8/5/2015,15.66,6463
8/5/2015,16.31,6661
8/5/2015,22.18,6915
8/5/2015,24.39,7450
8/5/2015,28.47,7990
8/5/2015,29.84,8382
8/5/2015,30.26,8680
8/5/2015,31.73,8851
8/5/2015,32.47,8972
8/5/2015,33.54,9076
8/5/2015,37.45,9116
8/5/2015,39.95,9157
8/5/2015,40.5,9174
8/5/2015,39.35,9081
8/5/2015,31.87,8787
8/5/2015,30.56,8467
8/5/2015,31.23,8307
8/5/2015,30.29,8222
8/5/2015,26.65,7952
8/5/2015,25.75,7505
8/5/2015,20.3,7067
8/6/2015,16.42,6602
8/6/2015,14.31,6241
8/6/2015,15.17,5968
8/6/2015,14.37,5904
8/6/2015,14.74,6154
8/6/2015,19.64,6365
8/6/2015,22.27,6880
8/6/2015,24.83,7384
8/6/2015,27.23,7741
8/6/2015,28.07,8028
8/6/2015,29.61,8181
8/6/2015,29.87,8289
8/6/2015,30.9,8380
8/6/2015,31.82,8444
8/6/2015,34.15,8508
8/6/2015,37.08,8551
8/6/2015,35.4,8482
8/6/2015,29.11,8174
8/6/2015,27.59,7939
8/6/2015,27.78,7833
8/6/2015,27.64,7796
8/6/2015,24,7549
8/6/2015,19.81,7203
8/6/2015,19.58,6616
8/7/2015,16.4,6333
8/7/2015,14.16,6087
8/7/2015,12.93,5889
8/7/2015,13.17,5791
8/7/2015,13.32,5981
8/7/2015,18.54,6301
8/7/2015,21.05,6812
8/7/2015,23.23,7296
8/7/2015,25.35,7665
8/7/2015,26.72,7925
8/7/2015,28.54,8080
8/7/2015,29.19,8193
8/7/2015,29.61,8264
8/7/2015,36.27,8279
8/7/2015,35.04,8272
8/7/2015,35.58,8280
8/7/2015,34.1,8186
8/7/2015,31.22,7856
8/7/2015,27.59,7537
8/7/2015,26.79,7369
8/7/2015,25.42,7307
8/7/2015,23.71,7068
8/7/2015,20.14,6737
8/7/2015,20.69,6289
8/8/2015,17.06,6019
8/8/2015,14.33,5764
8/8/2015,12.82,5526
8/8/2015,12.43,5376
8/8/2015,11.63,5263
8/8/2015,12.63,5316
8/8/2015,15.09,5522
8/8/2015,17.7,5891
8/8/2015,21.3,6259
8/8/2015,21.77,6644
8/8/2015,22.09,6867
8/8/2015,22.56,7010
8/8/2015,22.82,7076
8/8/2015,23.24,7098
8/8/2015,24.22,7119
8/8/2015,25.25,7129
8/8/2015,25.12,7076
8/8/2015,23.78,6945
8/8/2015,22.59,6774
8/8/2015,22.59,6759
8/8/2015,22.59,6792
8/8/2015,20.87,6652
8/8/2015,19.25,6421
8/8/2015,17.51,5944
8/9/2015,15.63,5826
8/9/2015,13.48,5603
8/9/2015,12.19,5387
8/9/2015,11.58,5246
8/9/2015,10.09,5111
8/9/2015,11.38,5139
8/9/2015,11.49,5297
8/9/2015,15.13,5623
8/9/2015,17.79,5998
8/9/2015,21.32,6388
8/9/2015,23.21,6636
8/9/2015,24.57,6806
8/9/2015,25.47,6897
8/9/2015,26.42,6973
8/9/2015,27.71,7039
8/9/2015,29.71,7086
8/9/2015,29.72,7082
8/9/2015,27.91,6963
8/9/2015,26.44,6813
8/9/2015,26.07,6850
8/9/2015,25.64,6905
8/9/2015,22.4,6728
8/9/2015,19.65,6403
8/9/2015,17.62,5870
8/10/2015,15.43,5742
8/10/2015,13.46,5691
8/10/2015,12.6,5595
8/10/2015,12.92,5525
8/10/2015,13.59,5602
8/10/2015,18.06,6126
8/10/2015,21.98,6748
8/10/2015,24.83,7313
8/10/2015,27.82,7744
8/10/2015,29.08,8017
8/10/2015,31.39,8161
8/10/2015,33.28,8287
8/10/2015,37.79,8373
8/10/2015,40.34,8413
8/10/2015,42.6,8467
8/10/2015,44.6,8515
8/10/2015,45.16,8457
8/10/2015,33.4,8087
8/10/2015,32.17,7749
8/10/2015,32.15,7593
8/10/2015,29.8,7480
8/10/2015,23.3,7172
8/10/2015,22,6710
8/10/2015,19.22,6371
8/11/2015,16.53,6209
8/11/2015,13.9,6133
8/11/2015,13.23,6021
8/11/2015,13.55,5943
8/11/2015,14.28,6035
8/11/2015,19.45,6649
8/11/2015,21.89,7289
8/11/2015,23.8,7820
8/11/2015,26.81,8212
8/11/2015,27.93,8459
8/11/2015,28.59,8599
8/11/2015,29.94,8671
8/11/2015,32.68,8714
8/11/2015,33.92,8727
8/11/2015,36.03,8764
8/11/2015,36.2,8798
8/11/2015,35.24,8736
8/11/2015,31.16,8353
8/11/2015,28.4,8063
8/11/2015,28.5,7938
8/11/2015,28.05,7802
8/11/2015,24.37,7466
8/11/2015,21.69,6969
8/11/2015,21.93,6240
8/12/2015,18.74,6171
8/12/2015,14.59,6082
8/12/2015,14.51,5958
8/12/2015,14.67,5884
8/12/2015,15.03,5942
8/12/2015,21.29,6480
8/12/2015,23.3,7090
8/12/2015,27.81,7627
8/12/2015,31.96,8014
8/12/2015,32.56,8288
8/12/2015,35.48,8449
8/12/2015,36.59,8549
8/12/2015,37.99,8623
8/12/2015,37.81,8693
8/12/2015,39.58,8745
8/12/2015,38.91,8797
8/12/2015,37.95,8732
8/12/2015,34.71,8377
8/12/2015,33.41,8027
8/12/2015,33.51,7852
8/12/2015,32.35,7710
8/12/2015,27.65,7411
8/12/2015,23.33,6922
8/12/2015,22.08,6436
8/13/2015,18.03,6063
8/13/2015,16.05,5862
8/13/2015,14.33,5743
8/13/2015,15.06,5673
8/13/2015,16.65,5830
8/13/2015,18.86,6215
8/13/2015,21.9,6777
8/13/2015,26.2,7275
8/13/2015,28.42,7635
8/13/2015,31.92,7877
8/13/2015,33.29,8028
8/13/2015,34.35,8136
8/13/2015,36.14,8206
8/13/2015,36.61,8292
8/13/2015,37.63,8372
8/13/2015,37.49,8404
8/13/2015,36.74,8341
8/13/2015,34.6,7981
8/13/2015,33.09,7703
8/13/2015,33.33,7596
8/13/2015,31.26,7450
8/13/2015,27.68,7198
8/13/2015,22.08,6769
8/13/2015,20.13,6384
8/14/2015,18.22,5935
8/14/2015,16.95,5746
8/14/2015,14.82,5630
8/14/2015,15.6,5598
8/14/2015,16.72,5745
8/14/2015,19.08,6154
8/14/2015,23.05,6753
8/14/2015,27.36,7302
8/14/2015,31,7710
8/14/2015,33.94,7992
8/14/2015,36.26,8179
8/14/2015,37.56,8305
8/14/2015,39.65,8398
8/14/2015,40.86,8492
8/14/2015,43.13,8586
8/14/2015,43.94,8623
8/14/2015,42.5,8519
8/14/2015,38.66,8140
8/14/2015,36.34,7828
8/14/2015,36.79,7680
8/14/2015,34.06,7517
8/14/2015,30.68,7272
8/14/2015,25.1,6870
8/14/2015,27.38,6560
8/15/2015,24.29,6239
8/15/2015,19.66,5998
8/15/2015,18.77,5834
8/15/2015,17.67,5752
8/15/2015,18.19,5678
8/15/2015,15.97,5779
8/15/2015,18.88,6042
8/15/2015,29.23,6445
8/15/2015,31.13,6865
8/15/2015,33.37,7243
8/15/2015,37.54,7526
8/15/2015,41.42,7700
8/15/2015,44.71,7811
8/15/2015,46,7893
8/15/2015,46,7983
8/15/2015,49.26,8020
8/15/2015,49.2,7974
8/15/2015,44.06,7825
8/15/2015,42.53,7708
8/15/2015,42.12,7676
8/15/2015,40.86,7667
8/15/2015,34.39,7486
8/15/2015,29.24,7209
8/15/2015,26.74,6719
8/16/2015,23.1,6568
8/16/2015,21,6349
8/16/2015,19.71,6195
8/16/2015,19.09,6113
8/16/2015,17.17,6006
8/16/2015,15.87,6041
8/16/2015,17.02,6238
8/16/2015,23.28,6622
8/16/2015,29,7056
8/16/2015,35.36,7479
8/16/2015,38.5,7817
8/16/2015,41.41,8031
8/16/2015,43.95,8136
8/16/2015,47.57,8242
8/16/2015,54.54,8352
8/16/2015,58.58,8429
8/16/2015,58.11,8422
8/16/2015,50.59,8364
8/16/2015,45.52,8211
8/16/2015,45.44,8183
8/16/2015,43.59,8140
8/16/2015,37.52,7904
8/16/2015,34.71,7492
8/16/2015,32.33,7039
8/17/2015,28,6832
8/17/2015,24.88,6718
8/17/2015,25.12,6649
8/17/2015,23.88,6622
8/17/2015,24,6709
8/17/2015,26.57,7273
8/17/2015,34.57,7915
8/17/2015,37.34,8518
8/17/2015,41.02,8994
8/17/2015,44.65,9320
8/17/2015,52.8,9570
8/17/2015,56.83,9727
8/17/2015,65.48,9841
8/17/2015,73.69,9973
8/17/2015,84.68,10098
8/17/2015,86,10187
8/17/2015,83.3,10109
8/17/2015,63.05,9795
8/17/2015,53.38,9429
8/17/2015,52.56,9156
8/17/2015,49.58,9019
8/17/2015,41.74,8649
8/17/2015,35.56,8137
8/17/2015,29.04,7732
8/18/2015,25.25,7337
8/18/2015,23.55,7182
8/18/2015,22.88,7086
8/18/2015,22.72,7048
8/18/2015,22.39,7123
8/18/2015,27.1,7656
8/18/2015,31.62,8274
8/18/2015,35.48,8878
8/18/2015,38.72,9348
8/18/2015,42,9634
8/18/2015,48.84,9818
8/18/2015,52.52,9945
8/18/2015,56.56,10036
8/18/2015,66.51,10121
8/18/2015,83.88,10206
8/18/2015,87.29,10268
8/18/2015,76.39,10174
8/18/2015,53.86,9815
8/18/2015,49.16,9425
8/18/2015,49.04,9150
8/18/2015,45.29,9014
8/18/2015,37,8666
8/18/2015,33.27,8155
8/18/2015,30.42,7543
8/19/2015,25.9,7227
8/19/2015,21.4,7111
8/19/2015,20.18,7027
8/19/2015,20.22,6980
8/19/2015,21.54,7018
8/19/2015,24.22,7572
8/19/2015,29.79,8217
8/19/2015,33.52,8797
8/19/2015,36.06,9235
8/19/2015,38.58,9498
8/19/2015,39.66,9692
8/19/2015,42.02,9811
8/19/2015,48.81,9906
8/19/2015,52.42,9949
8/19/2015,54.28,9984
8/19/2015,56.18,10042
8/19/2015,53,9951
8/19/2015,46.21,9566
8/19/2015,39.14,9184
8/19/2015,40.87,8935
8/19/2015,38.28,8803
8/19/2015,33.82,8476
8/19/2015,31.67,7982
8/19/2015,26.76,7300
8/20/2015,23.54,7106
8/20/2015,21.68,6948
8/20/2015,20.97,6840
8/20/2015,20.68,6783
8/20/2015,22.07,6855
8/20/2015,24.88,7373
8/20/2015,27.38,8009
8/20/2015,33.7,8578
8/20/2015,35.4,9013
8/20/2015,37.97,9288
8/20/2015,39.06,9494
8/20/2015,40.98,9625
8/20/2015,44,9724
8/20/2015,51,9756
8/20/2015,53.03,9788
8/20/2015,53.46,9858
8/20/2015,47.17,9789
8/20/2015,42.49,9408
8/20/2015,39.37,9049
8/20/2015,39.13,8815
8/20/2015,40.05,8736
8/20/2015,33.07,8392
8/20/2015,30.77,7915
8/20/2015,29,7354
8/21/2015,24.65,7087
8/21/2015,22.43,6878
8/21/2015,20.96,6739
8/21/2015,20.85,6674
8/21/2015,22.08,6781
8/21/2015,25.09,7251
8/21/2015,27.87,7815
8/21/2015,32.86,8313
8/21/2015,35.35,8698
8/21/2015,38.23,8952
8/21/2015,39.75,9154
8/21/2015,41.99,9275
8/21/2015,41.88,9335
8/21/2015,46.46,9337
8/21/2015,47.95,9307
8/21/2015,47.16,9314
8/21/2015,44.96,9244
8/21/2015,39.16,8873
8/21/2015,37.18,8545
8/21/2015,37.16,8345
8/21/2015,35.06,8212
8/21/2015,31.65,7924
8/21/2015,30.29,7548
8/21/2015,26.31,7457
8/22/2015,24.55,6867
8/22/2015,21.37,6443
8/22/2015,19.74,6164
8/22/2015,17.8,6024
8/22/2015,17.79,5931
8/22/2015,17.52,5854
8/22/2015,19.63,6041
8/22/2015,25.05,6403
8/22/2015,28.92,6761
8/22/2015,33.56,7083
8/22/2015,36.56,7318
8/22/2015,37.53,7462
8/22/2015,37.07,7534
8/22/2015,37.65,7574
8/22/2015,38.54,7578
8/22/2015,38.85,7591
8/22/2015,38.87,7579
8/22/2015,37.06,7514
8/22/2015,35.56,7395
8/22/2015,36.69,7421
8/22/2015,34.84,7438
8/22/2015,31.45,7331
8/22/2015,24.63,7136
8/22/2015,24.16,6547
8/23/2015,21.38,6113
8/23/2015,18.99,5827
8/23/2015,16.99,5635
8/23/2015,15.43,5551
8/23/2015,14.02,5527
8/23/2015,12.67,5454
8/23/2015,15.19,5626
8/23/2015,20.67,5921
8/23/2015,24,6283
8/23/2015,27.66,6654
8/23/2015,32.34,6960
8/23/2015,33.26,7180
8/23/2015,35.99,7309
8/23/2015,36.63,7381
8/23/2015,37.08,7411
8/23/2015,37.85,7437
8/23/2015,37.4,7437
8/23/2015,36.49,7375
8/23/2015,36.28,7327
8/23/2015,36.91,7424
8/23/2015,34.91,7461
8/23/2015,30.56,7279
8/23/2015,25.01,6988
8/23/2015,23.75,6315
8/24/2015,19.57,6186
8/24/2015,17.39,6077
8/24/2015,16.89,6004
8/24/2015,16.56,5966
8/24/2015,18.17,6031
8/24/2015,22.91,6537
8/24/2015,26.7,7106
8/24/2015,30.1,7657
8/24/2015,34.99,8080
8/24/2015,36.7,8396
8/24/2015,38.37,8618
8/24/2015,40.63,8794
8/24/2015,42.08,8932
8/24/2015,45.06,9031
8/24/2015,46.54,9091
8/24/2015,47.35,9110
8/24/2015,45.76,9058
8/24/2015,40.81,8784
8/24/2015,38.44,8538
8/24/2015,38.62,8427
8/24/2015,35.86,8309
8/24/2015,33.27,7973
8/24/2015,31.26,7519
8/24/2015,26.1,6842
8/25/2015,23,6573
8/25/2015,20.19,6387
8/25/2015,18.58,6268
8/25/2015,18.31,6235
8/25/2015,21.26,6378
8/25/2015,26.66,6780
8/25/2015,28.99,7349
8/25/2015,32.71,7897
8/25/2015,35.4,8303
8/25/2015,37.5,8602
8/25/2015,41.05,8819
8/25/2015,43.01,8969
8/25/2015,47.37,9084
8/25/2015,52.06,9147
8/25/2015,59.89,9178
8/25/2015,62.94,9177
8/25/2015,54.03,9109
8/25/2015,43.83,8758
8/25/2015,39.34,8516
8/25/2015,40.63,8434
8/25/2015,38.14,8251
8/25/2015,33.31,7890
8/25/2015,29.79,7373
8/25/2015,25.08,6900
8/26/2015,23.25,6541
8/26/2015,19.64,6209
8/26/2015,17.57,6010
8/26/2015,17.03,5971
8/26/2015,19.71,6218
8/26/2015,23.86,6462
8/26/2015,26.27,6959
8/26/2015,28.25,7419
8/26/2015,31.42,7756
8/26/2015,33.37,8022
8/26/2015,35.4,8207
8/26/2015,38.29,8343
8/26/2015,40.07,8455
8/26/2015,40.39,8546
8/26/2015,42.74,8625
8/26/2015,45.04,8652
8/26/2015,42.06,8611
8/26/2015,37.12,8304
8/26/2015,35.71,8090
8/26/2015,36.27,8012
8/26/2015,32.82,7903
8/26/2015,30.22,7587
8/26/2015,24.81,7138
8/26/2015,25.61,6608
8/27/2015,22.33,6126
8/27/2015,20.54,5803
8/27/2015,20.25,5615
8/27/2015,20.21,5587
8/27/2015,22.17,5867
8/27/2015,24.93,6114
8/27/2015,27.32,6610
8/27/2015,30.23,7082
8/27/2015,32.15,7403
8/27/2015,34.65,7647
8/27/2015,37.48,7810
8/27/2015,39.06,7930
8/27/2015,41.03,8026
8/27/2015,42.15,8142
8/27/2015,42.88,8228
8/27/2015,44.22,8270
8/27/2015,41.23,8217
8/27/2015,37.84,7936
8/27/2015,37.05,7692
8/27/2015,38.23,7593
8/27/2015,32.77,7469
8/27/2015,30.73,7190
8/27/2015,25.48,6748
8/27/2015,23.32,6144
8/28/2015,20.03,5784
8/28/2015,18.25,5499
8/28/2015,16.32,5330
8/28/2015,15.9,5309
8/28/2015,18.27,5582
8/28/2015,22.23,5855
8/28/2015,25.26,6363
8/28/2015,28.44,6843
8/28/2015,32.48,7190
8/28/2015,33.26,7454
8/28/2015,35.27,7619
8/28/2015,37.25,7744
8/28/2015,38.04,7845
8/28/2015,38.47,7942
8/28/2015,41.81,8037
8/28/2015,43.09,8055
8/28/2015,41.25,7986
8/28/2015,35.53,7640
8/28/2015,33.78,7407
8/28/2015,34.51,7326
8/28/2015,32.42,7127
8/28/2015,28.1,6860
8/28/2015,24,6467
8/28/2015,20.83,5893
8/29/2015,19.58,5560
8/29/2015,18.31,5342
8/29/2015,15.68,5192
8/29/2015,14.43,5124
8/29/2015,15.74,5079
8/29/2015,16.51,5160
8/29/2015,19.19,5349
8/29/2015,22.6,5707
8/29/2015,25.71,6076
8/29/2015,28.81,6453
8/29/2015,31.2,6692
8/29/2015,33.06,6845
8/29/2015,33.89,6943
8/29/2015,34.4,7003
8/29/2015,36.5,7082
8/29/2015,39.41,7094
8/29/2015,38.87,7054
8/29/2015,35.12,6879
8/29/2015,34.46,6806
8/29/2015,35.13,6841
8/29/2015,32.3,6752
8/29/2015,29.76,6547
8/29/2015,24.38,6247
8/29/2015,22.14,5850
8/30/2015,19.99,5737
8/30/2015,18.98,5613
8/30/2015,15.95,5522
8/30/2015,14.45,5472
8/30/2015,13.07,5390
8/30/2015,13.18,5448
8/30/2015,16.06,5586
8/30/2015,21.14,5897
8/30/2015,25,6280
8/30/2015,26.49,6662
8/30/2015,30.12,6964
8/30/2015,32.49,7167
8/30/2015,35.1,7295
8/30/2015,36.6,7430
8/30/2015,44.71,7567
8/30/2015,47.94,7653
8/30/2015,48.01,7671
8/30/2015,42.08,7584
8/30/2015,40.81,7501
8/30/2015,43.6,7527
8/30/2015,38.44,7450
8/30/2015,29.22,7196
8/30/2015,26.33,6811
8/30/2015,26.02,6474
8/31/2015,21.58,6310
8/31/2015,19.72,6298
8/31/2015,18.02,6272
8/31/2015,18.13,6251
8/31/2015,20.39,6279
8/31/2015,22.94,6857
8/31/2015,26.25,7450
8/31/2015,28.75,8054
8/31/2015,34.47,8557
8/31/2015,41.48,8918
8/31/2015,46.4,9168
8/31/2015,50.01,9340
8/31/2015,57.55,9478
8/31/2015,70.52,9617
8/31/2015,80,9752
8/31/2015,81.05,9828
8/31/2015,79.41,9772
8/31/2015,53.55,9473
8/31/2015,47.32,9144
8/31/2015,48.24,8962
8/31/2015,40.57,8718
8/31/2015,34.92,8301
8/31/2015,27.64,7738
8/31/2015,25.63,7397
9/1/2015,21.62,6996
9/1/2015,19.6,6883
9/1/2015,18.64,6809
9/1/2015,19.06,6773
9/1/2015,20.49,6837
9/1/2015,23.74,7358
9/1/2015,26.49,7945
9/1/2015,29.51,8521
9/1/2015,33.48,8975
9/1/2015,38.22,9298
9/1/2015,44.67,9526
9/1/2015,48.08,9668
9/1/2015,55,9771
9/1/2015,62.36,9891
9/1/2015,79.17,10009
9/1/2015,80,10040
9/1/2015,73.8,9949
9/1/2015,50,9575
9/1/2015,47.52,9252
9/1/2015,47.08,9109
9/1/2015,41.12,8817
9/1/2015,33.04,8435
9/1/2015,29.7,7876
9/1/2015,31.2,7235
9/2/2015,30.78,6926
9/2/2015,24.49,6880
9/2/2015,22.45,6841
9/2/2015,22.63,6804
9/2/2015,24.9,6794
9/2/2015,29.38,7372
9/2/2015,35.78,7971
9/2/2015,38.18,8573
9/2/2015,42.56,9052
9/2/2015,47.36,9378
9/2/2015,55,9618
9/2/2015,61.42,9764
9/2/2015,73.55,9865
9/2/2015,81.06,9981
9/2/2015,95,10086
9/2/2015,96,10130
9/2/2015,86.41,10040
9/2/2015,65,9699
9/2/2015,52.83,9355
9/2/2015,55,9176
9/2/2015,45.39,8932
9/2/2015,38,8532
9/2/2015,35.71,7962
9/2/2015,28.61,7115
9/3/2015,24.65,6926
9/3/2015,21.95,6822
9/3/2015,20.35,6752
9/3/2015,20.6,6708
9/3/2015,23.08,6746
9/3/2015,27.1,7291
9/3/2015,30.53,7883
9/3/2015,34.96,8500
9/3/2015,40.05,8985
9/3/2015,45.73,9326
9/3/2015,53.38,9583
9/3/2015,55.64,9761
9/3/2015,77,9890
9/3/2015,84.76,10069
9/3/2015,93.75,10202
9/3/2015,99.02,10221
9/3/2015,93.58,10122
9/3/2015,64.24,9770
9/3/2015,53.96,9398
9/3/2015,54.56,9193
9/3/2015,47.97,8932
9/3/2015,40.9,8514
9/3/2015,33.65,7989
9/3/2015,27.28,7377
9/4/2015,23.24,7053
9/4/2015,21.51,6784
9/4/2015,19.51,6617
9/4/2015,19.53,6550
9/4/2015,20.2,6698
9/4/2015,25.61,7106
9/4/2015,27.63,7697
9/4/2015,32.3,8245
9/4/2015,33.1,8716
9/4/2015,35.59,8921
9/4/2015,36.79,9097
9/4/2015,39.48,9200
9/4/2015,40.38,9232
9/4/2015,43.5,9274
9/4/2015,47.3,9287
9/4/2015,47.89,9302
9/4/2015,41.65,9179
9/4/2015,37.53,8794
9/4/2015,36.79,8454
9/4/2015,36.34,8291
9/4/2015,32.41,8062
9/4/2015,29.92,7723
9/4/2015,25.07,7236
9/4/2015,23.44,6795
9/5/2015,21.98,6396
9/5/2015,20.29,6026
9/5/2015,18.41,5769
9/5/2015,17.16,5625
9/5/2015,14.95,5484
9/5/2015,14.54,5457
9/5/2015,17.11,5592
9/5/2015,19.5,6005
9/5/2015,23.95,6360
9/5/2015,26.32,6670
9/5/2015,27.45,6863
9/5/2015,29.65,6967
9/5/2015,30.76,6969
9/5/2015,31.17,7022
9/5/2015,32.27,7052
9/5/2015,32.55,7025
9/5/2015,32.35,6953
9/5/2015,29.72,6804
9/5/2015,30.56,6714
9/5/2015,30.36,6816
9/5/2015,27.15,6722
9/5/2015,25.02,6581
9/5/2015,22.81,6339
9/5/2015,21.32,6019
9/6/2015,18.97,5757
9/6/2015,16.96,5394
9/6/2015,16.15,5139
9/6/2015,15.82,5005
9/6/2015,12.93,4935
9/6/2015,15.83,4889
9/6/2015,17.95,4907
9/6/2015,20.5,5156
9/6/2015,23.33,5526
9/6/2015,26.72,5931
9/6/2015,27.82,6242
9/6/2015,28.98,6465
9/6/2015,29.89,6587
9/6/2015,33.11,6711
9/6/2015,34.81,6800
9/6/2015,36.61,6811
9/6/2015,35.92,6776
9/6/2015,32.86,6649
9/6/2015,32.36,6670
9/6/2015,33.17,6841
9/6/2015,29.92,6755
9/6/2015,26.89,6552
9/6/2015,24.38,6175
9/6/2015,22.1,5744
9/7/2015,20.24,5584
9/7/2015,19,5377
9/7/2015,17.24,5230
9/7/2015,15.94,5168
9/7/2015,15.94,5196
9/7/2015,16.61,5330
9/7/2015,20,5477
9/7/2015,24.32,5693
9/7/2015,27.86,6064
9/7/2015,29.54,6475
9/7/2015,33.23,6787
9/7/2015,35.36,7002
9/7/2015,39.41,7088
9/7/2015,42.25,7219
9/7/2015,46,7321
9/7/2015,50.11,7348
9/7/2015,48.51,7374
9/7/2015,42.18,7294
9/7/2015,41.54,7299
9/7/2015,41.54,7446
9/7/2015,36.24,7379
9/7/2015,30.98,7167
9/7/2015,29.52,6761
9/7/2015,26.71,6514
9/8/2015,22.7,6369
9/8/2015,21.71,6135
9/8/2015,20.57,5982
